tf.SparseTensorValue,tf.compat.v1.SparseTensorValue,
tf.Summary,tf.compat.v1.Summary,
tf.SummaryMetadata,tf.compat.v1.SummaryMetadata,
tf.TFRecordReader,tf.compat.v1.TFRecordReader,
tf.Tensor,,tf.Tensor
tf.TensorArray,,tf.TensorArray
tf.TensorInfo,tf.compat.v1.TensorInfo,
tf.TensorShape,,tf.TensorShape
tf.TextLineReader,tf.compat.v1.TextLineReader,
tf.VarLenFeature,tf.io.VarLenFeature,
tf.Variable,,tf.Variable
tf.Variable.SaveSliceInfo,,tf.Variable.SaveSliceInfo
tf.VariableAggregation,,tf.VariableAggregation
tf.VariableScope,tf.compat.v1.VariableScope,
tf.VariableSynchronization,,tf.VariableSynchronization
tf.WholeFileReader,tf.compat.v1.WholeFileReader,
tf.abs,,tf.abs
tf.accumulate_n,tf.math.accumulate_n,
tf.acos,,tf.acos
tf.acosh,,tf.acosh
tf.add,,tf.add
tf.add_check_numerics_ops,tf.compat.v1.add_check_numerics_ops,
tf.add_n,,tf.add_n
tf.add_to_collection,tf.compat.v1.add_to_collection,
tf.add_to_collections,tf.compat.v1.add_to_collections,
tf.all_variables,tf.global_variables / tf.compat.v1.all_variables,
tf.angle,tf.math.angle,
tf.app,,
tf.app.flags,,
tf.app.run,tf.compat.v1.app.run,
tf.arg_max,tf.argmax,
tf.arg_min,tf.argmin,
tf.argmax,,tf.argmax
tf.argmin,,tf.argmin
tf.as_dtype,,tf.as_dtype
tf.as_string,,tf.as_string
tf.asin,,tf.asin
tf.asinh,,tf.asinh
tf.assert_equal,tf.compat.v1.assert_equal,tf.assert_equal
tf.assert_greater,tf.compat.v1.assert_greater,tf.assert_greater
tf.assert_greater_equal,tf.compat.v1.assert_greater_equal,
tf.assert_integer,tf.compat.v1.assert_integer,
tf.assert_less,tf.compat.v1.assert_less,tf.assert_less
tf.assert_less_equal,tf.compat.v1.assert_less_equal,
tf.assert_near,tf.compat.v1.assert_near,
tf.assert_negative,tf.compat.v1.assert_negative,
tf.assert_non_negative,tf.compat.v1.assert_non_negative,
tf.assert_non_positive,tf.compat.v1.assert_non_positive,
tf.assert_none_equal,tf.compat.v1.assert_none_equal,
tf.assert_positive,tf.compat.v1.assert_positive,
tf.assert_proper_iterable,tf.debugging.assert_proper_iterable,
tf.assert_rank,tf.compat.v1.assert_rank,tf.assert_rank
tf.assert_rank_at_least,tf.compat.v1.assert_rank_at_least,
tf.assert_rank_in,tf.compat.v1.assert_rank_in,
tf.assert_same_float_dtype,tf.debugging.assert_same_float_dtype,
tf.assert_scalar,tf.compat.v1.assert_scalar,
tf.assert_type,tf.compat.v1.assert_type,
tf.assert_variables_initialized,tf.compat.v1.assert_variables_initialized,
tf.assign,tf.compat.v1.assign,
tf.assign_add,tf.compat.v1.assign_add,
tf.assign_sub,tf.compat.v1.assign_sub,
tf.atan,,tf.atan
tf.atan2,,tf.atan2
tf.atanh,,tf.atanh
tf.batch_gather,tf.gather, 
tf.batch_scatter_update,tf.compat.v1.batch_scatter_update,
tf.batch_to_space,,tf.batch_to_space
tf.batch_to_space_nd,tf.batch_to_space,
tf.betainc,tf.math.betainc,
tf.bincount,tf.math.bincount,
tf.bitcast,,tf.bitcast
tf.bitwise,,tf.bitwise
tf.bitwise.bitwise_and,,tf.bitwise.bitwise_and
tf.bitwise.bitwise_or,,tf.bitwise.bitwise_or
tf.bitwise.bitwise_xor,,tf.bitwise.bitwise_xor
tf.bitwise.invert,,tf.bitwise.invert
tf.bitwise.left_shift,,tf.bitwise.left_shift
tf.bitwise.right_shift,,tf.bitwise.right_shift
tf.boolean_mask,,tf.boolean_mask
tf.broadcast_dynamic_shape,,tf.broadcast_dynamic_shape
tf.broadcast_static_shape,,tf.broadcast_static_shape
tf.broadcast_to,,tf.broadcast_to
tf.case,,tf.case
tf.cast,,tf.cast
tf.ceil,tf.math.ceil,
tf.check_numerics,tf.debugging.check_numerics,
tf.cholesky,tf.linalg.cholesky,
tf.cholesky_solve,tf.linalg.cholesky_solve,
tf.clip_by_average_norm,tf.compat.v1.clip_by_average_norm,
tf.clip_by_global_norm,,tf.clip_by_global_norm
tf.clip_by_norm,,tf.clip_by_norm
tf.clip_by_value,,tf.clip_by_value
tf.colocate_with,tf.compat.v1.colocate_with,
tf.compat,,tf.compat
tf.compat.as_bytes,,tf.compat.as_bytes
tf.compat.as_str,,tf.compat.as_str
tf.compat.as_str_any,,tf.compat.as_str_any
tf.compat.as_text,,tf.compat.as_text
tf.compat.forward_compatibility_horizon,,tf.compat.forward_compatibility_horizon
tf.compat.forward_compatible,,tf.compat.forward_compatible
tf.compat.path_to_str,,tf.compat.path_to_str
tf.complex,,tf.complex
tf.concat,,tf.concat
tf.cond,,tf.cond
tf.confusion_matrix,tf.math.confusion_matrix,
tf.conj,tf.math.conj,
tf.constant,,tf.constant
tf.constant_initializer,tf.compat.v1.initializers.constant,tf.constant_initializer
tf.container,tf.compat.v1.container,
tf.contrib,,
tf.contrib.all_reduce,,
tf.contrib.all_reduce.build_nccl_all_reduce,,
tf.contrib.all_reduce.build_nccl_then_recursive_hd,,
tf.contrib.all_reduce.build_nccl_then_ring,,replaced by
tf.contrib.all_reduce.build_nccl_then_shuffle,,DistributionStrategy
tf.contrib.all_reduce.build_recursive_hd_all_reduce,,
tf.contrib.all_reduce.build_ring_all_reduce,,
tf.contrib.all_reduce.build_shuffle_all_reduce,,
tf.contrib.all_reduce.build_shuffle_then_ring,,
tf.contrib.all_reduce.build_shuffle_then_shuffle,,
tf.contrib.autograph,,"reworked in tf.autograph, no 1:1 map"
tf.contrib.autograph.AutographParseError,,
tf.contrib.autograph.ConversionOptions,,
tf.contrib.autograph.GraphConstructionError,,
tf.contrib.autograph.RunMode,,
tf.contrib.autograph.TfRuntimeError,,
tf.contrib.autograph.convert,,
tf.contrib.autograph.converted_call,,
tf.contrib.autograph.do_not_convert,,
tf.contrib.autograph.improved_errors,,
tf.contrib.autograph.set_element_type,,
tf.contrib.autograph.set_loop_options,,
tf.contrib.autograph.stack,,
tf.contrib.autograph.tensor_list,,
tf.contrib.autograph.to_code,,
tf.contrib.autograph.to_graph,,
tf.contrib.batching,,deleted
tf.contrib.batching.batch_function,, 
tf.contrib.bayesflow,,tfp
tf.contrib.bayesflow.monte_carlo,,tfp.monte_carlo
tf.contrib.bayesflow.monte_carlo.expectation,,tfp.monte_carlo.expectation
tf.contrib.bayesflow.monte_carlo.expectation_importance_sampler,,
tf.contrib.bayesflow.monte_carlo.expectation_importance_sampler_logspace,,
tf.contrib.bigtable,,tf.data?
tf.contrib.bigtable.BigtableClient,,
tf.contrib.bigtable.BigtableTable,,
tf.contrib.checkpoint,,
tf.contrib.checkpoint.CheckpointManager,,
tf.contrib.checkpoint.Checkpointable,,
tf.contrib.checkpoint.CheckpointableBase,,
tf.contrib.checkpoint.CheckpointableObjectGraph,,
tf.contrib.checkpoint.CheckpointableObjectGraph.CheckpointableObject,,
tf.contrib.checkpoint.CheckpointableObjectGraph.CheckpointableObject.ObjectReference,,
tf.contrib.checkpoint.CheckpointableObjectGraph.CheckpointableObject.SerializedTensor,,
tf.contrib.checkpoint.CheckpointableObjectGraph.CheckpointableObject.SlotVariableReference,,
tf.contrib.checkpoint.List,,
tf.contrib.checkpoint.Mapping,,
tf.contrib.checkpoint.NoDependency,,
tf.contrib.checkpoint.NumpyState,,
tf.contrib.checkpoint.PythonStateWrapper,,
tf.contrib.checkpoint.UniqueNameTracker,,
tf.contrib.checkpoint.capture_dependencies,,
tf.contrib.checkpoint.dot_graph_from_checkpoint,,
tf.contrib.checkpoint.list_objects,,
tf.contrib.checkpoint.object_metadata,,
tf.contrib.checkpoint.split_dependency,,
tf.contrib.cloud,,tf.data?
tf.contrib.cloud.BigQueryReader,,
tf.contrib.cloud.BigtableClient,,
tf.contrib.cloud.BigtableTable,,
tf.contrib.cloud.BlockCacheParams,,
tf.contrib.cloud.ConfigureGcsHook,,
tf.contrib.cloud.configure_colab_session,,
tf.contrib.cloud.configure_gcs,,
tf.contrib.cluster_resolver,,tf.distribute.cluster_resolver
tf.contrib.cluster_resolver.ClusterResolver,,tf.distribute.cluster_resolver.ClusterResolver
tf.contrib.cluster_resolver.GceClusterResolver,,tf.distribute.cluster_resolver.GCEClusterResolver
tf.contrib.cluster_resolver.SimpleClusterResolver,,tf.distribute.cluster_resolver.SimpleClusterResolver
tf.contrib.cluster_resolver.TPUClusterResolver,,tf.distribute.cluster_resolver.TPUClusterResolver
tf.contrib.cluster_resolver.UnionClusterResolver,,tf.distribute.cluster_resolver.UnionResolver
tf.contrib.coder,,tensorflow/compression?
tf.contrib.compiler,,moved to core?
tf.contrib.constrained_optimization,,separate repo?
tf.contrib.constrained_optimization.AdditiveExternalRegretOptimizer,,
tf.contrib.constrained_optimization.AdditiveSwapRegretOptimizer,,
tf.contrib.constrained_optimization.ConstrainedMinimizationProblem,,
tf.contrib.constrained_optimization.ConstrainedOptimizer,,
tf.contrib.constrained_optimization.MultiplicativeSwapRegretOptimizer,,
tf.contrib.constrained_optimization.find_best_candidate_distribution,,
tf.contrib.constrained_optimization.find_best_candidate_index,,
tf.contrib.copy_graph,,delete (no owner)
tf.contrib.copy_graph.copy_op_to_graph,,
tf.contrib.copy_graph.copy_variable_to_graph,,
tf.contrib.copy_graph.get_copied_op,,
tf.contrib.crf,,moved to tfp (but I think it's addons?)
tf.contrib.crf.CrfDecodeBackwardRnnCell,,
tf.contrib.crf.CrfDecodeForwardRnnCell,,
tf.contrib.crf.CrfForwardRnnCell,,
tf.contrib.crf.crf_binary_score,,
tf.contrib.crf.crf_decode,,
tf.contrib.crf.crf_log_likelihood,,
tf.contrib.crf.crf_log_norm,,
tf.contrib.crf.crf_multitag_sequence_score,,
tf.contrib.crf.crf_sequence_score,,
tf.contrib.crf.crf_unary_score,,
tf.contrib.crf.viterbi_decode,,
tf.contrib.cudnn_rnn,,tf.keras.layers?
tf.contrib.cudnn_rnn.CudnnCompatibleGRUCell,,
tf.contrib.cudnn_rnn.CudnnCompatibleLSTMCell,,
tf.contrib.cudnn_rnn.CudnnGRU,,
tf.contrib.cudnn_rnn.CudnnGRUSaveable,,
tf.contrib.cudnn_rnn.CudnnLSTM,,
tf.contrib.cudnn_rnn.CudnnLSTMSaveable,,
tf.contrib.cudnn_rnn.CudnnRNNRelu,,
tf.contrib.cudnn_rnn.CudnnRNNReluSaveable,,
tf.contrib.cudnn_rnn.CudnnRNNTanh,,
tf.contrib.cudnn_rnn.CudnnRNNTanhSaveable,,
tf.contrib.data,,tf.data
tf.contrib.data.CheckpointInputPipelineHook,,tf.data.experimental.CheckpointInputPipelineHook
tf.contrib.data.Counter,,tf.data.experimental.Counter
tf.contrib.data.CsvDataset,,tf.data.experimental.CsvDataset
tf.contrib.data.LMDBDataset,,
tf.contrib.data.Optional,,tf.data.experimental.Optional
tf.contrib.data.RandomDataset,,tf.data.experimental.RandomDataset
tf.contrib.data.Reducer,,tf.data.experimental.Reducer
tf.contrib.data.SqlDataset,,tf.data.experimental.SqlDataset
tf.contrib.data.TFRecordWriter,,tf.data.experimental.TFRecordWriter
tf.contrib.data.assert_element_shape,,tf.data.experimental.assert_element_shape
tf.contrib.data.batch_and_drop_remainder,,tf.compat.v1.contrib.data.batch_and_drop_remainder
tf.contrib.data.bucket_by_sequence_length,,tf.data.experimental.bucket_by_sequence_length
tf.contrib.data.choose_from_datasets,,tf.data.experimental.choose_from_datasets
tf.contrib.data.copy_to_device,,tf.data.experimental.copy_to_device
tf.contrib.data.dense_to_sparse_batch,,tf.data.experimental.dense_to_sparse_batch
tf.contrib.data.enumerate_dataset,,tf.data.experimental.enumerate_dataset
tf.contrib.data.get_next_as_optional,,tf.data.experimental.get_next_as_optional
tf.contrib.data.get_single_element,,tf.data.experimental.get_single_element
tf.contrib.data.group_by_reducer,,tf.data.experimental.group_by_reducer
tf.contrib.data.group_by_window,,tf.data.experimental.group_by_window
tf.contrib.data.ignore_errors,,tf.data.experimental.ignore_errors
tf.contrib.data.make_batched_features_dataset,,tf.data.experimental.make_batched_features_dataset
tf.contrib.data.make_csv_dataset,,tf.data.experimental.make_csv_dataset
tf.contrib.data.make_saveable_from_iterator,,tf.data.experimental.make_saveable_from_iterator
tf.contrib.data.map_and_batch,,tf.data.experimental.map_and_batch
tf.contrib.data.padded_batch_and_drop_remainder,,tf.compat.v1.contrib.data.padded_batch_and_drop_remainder
tf.contrib.data.parallel_interleave,,tf.data.experimental.parallel_interleave
tf.contrib.data.parse_example_dataset,,tf.data.experimental.parse_example_dataset
tf.contrib.data.prefetch_to_device,,tf.data.experimental.prefetch_to_device
tf.contrib.data.read_batch_features,,tf.compat.v1.contrib.data.read_batch_features
tf.contrib.data.reduce_dataset,,tf.compat.v1.contrib.data.reduce_dataset
tf.contrib.data.rejection_resample,,tf.data.experimental.rejection_resample
tf.contrib.data.sample_from_datasets,,tf.data.experimental.sample_from_datasets
tf.contrib.data.scan,,tf.data.experimental.scan
tf.contrib.data.shuffle_and_repeat,,tf.data.experimental.shuffle_and_repeat
tf.contrib.data.sliding_window_batch,,tf.compat.v1.contrib.data.sliding_window_batch
tf.contrib.data.sloppy_interleave,,tf.compat.v1.contrib.data.sloppy_interleave
tf.contrib.data.unbatch,,tf.data.experimental.unbatch
tf.contrib.data.unique,,tf.data.experimental.unique
tf.contrib.decision_trees,,delete
tf.contrib.deprecated,,deprecated? 
tf.contrib.deprecated.audio_summary,,
tf.contrib.deprecated.histogram_summary,,tf.summary.histogram
tf.contrib.deprecated.image_summary,,
tf.contrib.deprecated.merge_all_summaries,,
tf.contrib.deprecated.merge_summary,,
tf.contrib.deprecated.scalar_summary,,tf.summary.scalar
tf.contrib.distribute,,tf.distribute
tf.contrib.distribute.AllReduceCrossTowerOps,,
tf.contrib.distribute.CollectiveAllReduceStrategy,,
tf.contrib.distribute.CrossTowerOps,,
tf.contrib.distribute.DistributeConfig,,
tf.contrib.distribute.DistributionStrategy,,
tf.contrib.distribute.MirroredStrategy,,tf.distribute.MirroredStrategy
tf.contrib.distribute.Monitor,,
tf.contrib.distribute.OneDeviceStrategy,,
tf.contrib.distribute.ParameterServerStrategy,,tf.distribute.experimental.ParameterServerStrategy
tf.contrib.distribute.ReductionToOneDeviceCrossTowerOps,,
tf.contrib.distribute.StandardInputStep,,
tf.contrib.distribute.StandardSingleLossStep,,
tf.contrib.distribute.Step,,
tf.contrib.distribute.TPUStrategy,,tf.distribute.experimental.TPUStrategy
tf.contrib.distribute.TowerContext,,
tf.contrib.distribute.UpdateContext,,
tf.contrib.distribute.get_cross_tower_context,,
tf.contrib.distribute.get_distribution_strategy,,
tf.contrib.distribute.get_loss_reduction,,
tf.contrib.distribute.get_tower_context,,
tf.contrib.distribute.has_distribution_strategy,,
tf.contrib.distribute.require_tower_context,,
tf.contrib.distribute.run_standard_tensorflow_server,,
tf.contrib.distributions,,tfp.distributions
tf.contrib.distributions.Autoregressive,,tfp.distributions.Autoregressive
tf.contrib.distributions.BatchReshape,,tfp.distributions.BatchReshape
tf.contrib.distributions.Bernoulli,,tfp.distributions.Bernoulli
tf.contrib.distributions.Beta,,tfp.distributions.Beta
tf.contrib.distributions.BetaWithSoftplusConcentration,,tfp.distributions.BetaWithSoftplusConcentration
tf.contrib.distributions.Binomial,,tfp.distributions.Binomial
tf.contrib.distributions.Categorical,,tfp.distributions.Categorical
tf.contrib.distributions.Cauchy,,tfp.distributions.Cauchy
tf.contrib.distributions.Chi2,,tfp.distributions.Chi2
tf.contrib.distributions.Chi2WithAbsDf,,tfp.distributions.Chi2WithAbsDf
tf.contrib.distributions.ConditionalDistribution,,tfp.distributions.ConditionalDistribution
tf.contrib.distributions.ConditionalTransformedDistribution,,tfp.distributions.ConditionalTransformedDistribution
tf.contrib.distributions.Deterministic,,tfp.distributions.Deterministic
tf.contrib.distributions.Dirichlet,,tfp.distributions.Dirichlet
tf.contrib.distributions.DirichletMultinomial,,tfp.distributions.DirichletMultinomial
tf.contrib.distributions.Distribution,,tfp.distributions.Distribution
tf.contrib.distributions.ExpRelaxedOneHotCategorical,,tfp.disttributions.ExpRelaxedOneHotCategorical
tf.contrib.distributions.Exponential,,tfp.distributions.Exponential
tf.contrib.distributions.ExponentialWithSoftplusRate,,tfp.distributions.ExponentialWithSoftplusRate
tf.contrib.distributions.Gamma,,tfp.distributions.Gamma
tf.contrib.distributions.GammaWithSoftplusConcentrationRate,,tfp.distributions.GammaWithSoftplusConcentrationRate
tf.contrib.distributions.Geometric,,tfp.distributions.Geometric
tf.contrib.distributions.HalfNormal,,tfp.distributions.HalfNormal
tf.contrib.distributions.Independent,,tfp.distributions.Independent
tf.contrib.distributions.InverseGamma,,tfp.distributions.InverseGamma
tf.contrib.distributions.InverseGammaWithSoftplusConcentrationRate,,tfp.distributions.InverseGammaWithSoftplusCocentrationRate
tf.contrib.distributions.Kumaraswamy,,tfp.distributions.Kumaraswamy
tf.contrib.distributions.Laplace,,tfp.distributions.Laplace
tf.contrib.distributions.LaplaceWithSoftplusScale,,tfp.distributions.LaplaceWithSoftplusScale
tf.contrib.distributions.Logistic,,tfp.distributions.Logistic
tf.contrib.distributions.Mixture,,tfp.distributions.Mixture
tf.contrib.distributions.MixtureSameFamily,,tfp.distributions.MixtureSameFamily
tf.contrib.distributions.Multinomial,,tfp.distributions.Multinomial
tf.contrib.distributions.MultivariateNormalDiag,,tfp.distributions.MultivariateNormalDiag
tf.contrib.distributions.MultivariateNormalDiagPlusLowRank,,tfp.distributions.MultivariateNormalDiagPlusLowRank
tf.contrib.distributions.MultivariateNormalDiagWithSoftplusScale,,tfp.distributions.MultivariateNormalDiagWithSoftplusScale
tf.contrib.distributions.MultivariateNormalFullCovariance,,tfp.distributions.MultivariateNormalFullCovariance
tf.contrib.distributions.MultivariateNormalTriL,,tfp.distributions.MultivariateNormalTriL
tf.contrib.distributions.NegativeBinomial,,tfp.distributions.NegativeBinomial
tf.contrib.distributions.Normal,,tfp.distributions.Normal
tf.contrib.distributions.NormalWithSoftplusScale,,tfp.distributions.NormalWithSoftplusScale
tf.contrib.distributions.OneHotCategorical,,tfp.distributions.OneHotCategorical
tf.contrib.distributions.Poisson,,tfp.distributions.Poisson
tf.contrib.distributions.PoissonLogNormalQuadratureCompound,,tfp.distributions.PoissonLogNormalQuadratureCompound
tf.contrib.distributions.QuantizedDistribution,,tfp.distributions.QuantizedDistribution
tf.contrib.distributions.RegisterKL,,tfp.distributions.RegisterKL
tf.contrib.distributions.RelaxedBernoulli,,tfp.distributions.RelaxedBernoulli
tf.contrib.distributions.RelaxedOneHotCategorical,,tfp.distributions.RelaxedOneHotCategorical
tf.contrib.distributions.ReparameterizationType,,tfp.distributions.ReparameterizationType
tf.contrib.distributions.SeedStream,,tfp.distributions.SeedStream
tf.contrib.distributions.SinhArcsinh,,tfp.distributions.SinhArcsinh
tf.contrib.distributions.StudentT,,tfp.distributions.StudentT
tf.contrib.distributions.StudentTWithAbsDfSoftplusScale,,tfp.distributions.StudentTWithAbsDfSoftplusScale
tf.contrib.distributions.TransformedDistribution,,tfp.distributions.TransformedDistribution
tf.contrib.distributions.Uniform,,tfp.distributions.Uniform
tf.contrib.distributions.VectorDeterministic,,tfp.distributions.VectorDeterministic
tf.contrib.distributions.VectorDiffeomixture,,tfp.distributions.VectorDiffeomixture
tf.contrib.distributions.VectorExponentialDiag,,tfp.distributions.VectorExponentialDiag
tf.contrib.distributions.VectorLaplaceDiag,,tfp.distributions.VectorLaplaceDiag
tf.contrib.distributions.VectorSinhArcsinhDiag,,tfp.distributions.VectorSinhArcsinhDiag
tf.contrib.distributions.WishartCholesky,,tfp.distributions.WishartCholesky
tf.contrib.distributions.WishartFull,,tfp.distributions.WishartFull
tf.contrib.distributions.assign_log_moving_mean_exp,,tfp.distributions.assign_log_moving_mean_exp
tf.contrib.distributions.assign_moving_mean_variance,,tfp.distributions.assign_moving_mean_variance
tf.contrib.distributions.auto_correlation,,tfp.distributions.auto_correlation
tf.contrib.distributions.bijectors,,tfp.distributions.bijectors
tf.contrib.distributions.bijectors.AbsoluteValue,,tfp.distributions.bijectors.AbsoluteValue
tf.contrib.distributions.bijectors.Affine,,tfp.distributions.bijectors.Affine
tf.contrib.distributions.bijectors.AffineLinearOperator,,tfp.distributions.bijectors.AffineLinearOperator
tf.contrib.distributions.bijectors.AffineScalar,,tfp.distributions.bijectors.AffineScalar
tf.contrib.distributions.bijectors.BatchNormalization,,tfp.distributions.bijectors.BatchNormalization
tf.contrib.distributions.bijectors.Bijector,,tfp.distributions.bijectors.Bijector
tf.contrib.distributions.bijectors.Chain,,tfp.distributions.bijectors.Chain
tf.contrib.distributions.bijectors.CholeskyOuterProduct,,tfp.distributions.bijectors.CholeskyOuterProduct
tf.contrib.distributions.bijectors.ConditionalBijector,,tfp.distributions.bijectors.ConditionalBijector
tf.contrib.distributions.bijectors.Exp,,tfp.distributions.bijectors.Exp
tf.contrib.distributions.bijectors.FillTriangular,,tfp.distributions.bijectors.FillTriangular
tf.contrib.distributions.bijectors.Gumbel,,tfp.distributions.bijectors.Gumbel
tf.contrib.distributions.bijectors.Identity,,tfp.distributions.bijectors.Identity
tf.contrib.distributions.bijectors.Inline,,tfp.distributions.bijectors.Inline
tf.contrib.distributions.bijectors.Invert,,tfp.distributions.bijectors.Invert
tf.contrib.distributions.bijectors.Kumaraswamy,,tfp.distributions.bijectors.Kumaraswamy
tf.contrib.distributions.bijectors.MaskedAutoregressiveFlow,,tfp.distributions.bijectors.MaskedAutoregressiveFlow
tf.contrib.distributions.bijectors.MatrixInverseTriL,,tfp.distributions.bijectors.MatrixInverseTriL
tf.contrib.distributions.bijectors.Ordered,,tfp.distributions.bijectors.Ordered
tf.contrib.distributions.bijectors.Permute,,tfp.distributions.bijectors.Permute
tf.contrib.distributions.bijectors.PowerTransform,,tfp.distributions.bijectors.PowerTransform
tf.contrib.distributions.bijectors.RealNVP,,tfp.distributions.bijectors.RealNVP
tf.contrib.distributions.bijectors.Reshape,,tfp.distributions.bijectors.Reshape
tf.contrib.distributions.bijectors.ScaleTriL,,tfp.distributions.bijectors.ScaleTriL
tf.contrib.distributions.bijectors.Sigmoid,,tfp.distributions.bijectors.Sigmoid
tf.contrib.distributions.bijectors.SinhArcsinh,,tfp.distributions.bijectors.SinhArcsinh
tf.contrib.distributions.bijectors.SoftmaxCentered,,tfp.distributions.bijectors.SoftmaxCentered
tf.contrib.distributions.bijectors.Softplus,,tfp.distributions.bijectors.Softplus
tf.contrib.distributions.bijectors.Softsign,,tfp.distributions.bijectors.Softsign
tf.contrib.distributions.bijectors.Square,,tfp.distributions.bijectors.Square
tf.contrib.distributions.bijectors.TransformDiagonal,,tfp.distributions.bijectors.TransformDiagonal
tf.contrib.distributions.bijectors.masked_autoregressive_default_template,,tfp.distributions.bijectors.masked_autoregressive_default_template
tf.contrib.distributions.bijectors.masked_dense,,tfp.distributions.bijectors.masked_dense
tf.contrib.distributions.bijectors.real_nvp_default_template,,tfp.distributions.bijectors.real_nvp_default_template
tf.contrib.distributions.estimator_head_distribution_regression,, 
tf.contrib.distributions.fill_triangular,,tfp.distributions.fill_triangular
tf.contrib.distributions.fill_triangular_inverse,,tfp.distributions.fill_triangular_inverse
tf.contrib.distributions.kl_divergence,,tfp.distributions.kl_divergence
tf.contrib.distributions.matrix_diag_transform,,tfp.distributions.matrix_diag_transform
tf.contrib.distributions.moving_mean_variance,,tfp.distributions.moving_mean_variance
tf.contrib.distributions.normal_conjugates_known_scale_posterior,,tfp.distributions.normal_conjugates_known_scale_posterior
tf.contrib.distributions.normal_conjugates_known_scale_predictive,,tfp.distributions.normal_conjugates_known_scale_predictive
tf.contrib.distributions.percentile,,tfp.distributions.percentile
tf.contrib.distributions.quadrature_scheme_lognormal_gauss_hermite,,tfp.distributions.quadrature_scheme_lognormal_gauss_hermite
tf.contrib.distributions.quadrature_scheme_lognormal_quantiles,,tfp.distributions.quadrature_scheme_lognormal_quantiles
tf.contrib.distributions.quadrature_scheme_softmaxnormal_gauss_hermite,,tfp.distributions.quadrature_scheme_softmaxnormal_gauss_hermite
tf.contrib.distributions.quadrature_scheme_softmaxnormal_quantiles,,tfp.distributions.quadrature_scheme_softmaxnormal_quantiles
tf.contrib.distributions.reduce_weighted_logsumexp,,tfp.distributions.reduce_weighted_logsumexp
tf.contrib.distributions.softplus_inverse,,tfp.distributions.softplus_inverse
tf.contrib.distributions.tridiag,,tfp.distributions.tridiag
tf.contrib.eager,,moved to core
tf.contrib.eager.Checkpoint,,
tf.contrib.eager.Checkpointable,,
tf.contrib.eager.CheckpointableSaver,,
tf.contrib.eager.EagerVariableStore,,
tf.contrib.eager.GradientTape,,
tf.contrib.eager.Iterator,,
tf.contrib.eager.Network,,
tf.contrib.eager.Saver,,
tf.contrib.eager.Sequential,,
tf.contrib.eager.TensorSpec,,
tf.contrib.eager.Variable,,
tf.contrib.eager.Variable.SaveSliceInfo,,
tf.contrib.eager.add_execution_callback,,
tf.contrib.eager.async_clear_error,,
